1400075d0,??__ErflClass@AutoRunParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007630,??__ErflClass@AutoRunParams@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007690,??__ErflClass@AutorunTriggerSpawner@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007700,??__ErflClassMembers@AutorunTriggerSpawner@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
140007730,??__ErflClass@AutorunVolumeSpawner@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400077a0,??__ErflClassMembers@AutorunVolumeSpawner@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
1400077d0,??__ErflClass@BGMInfo@snd@app@@2VRflClass@fnd@hh@@B,1
140007840,??__ErflClass@BGMInfoParameter@snd@app@@2VRflClass@fnd@hh@@B,1
1400078a0,??__ErflClassMembers@BGMInfo@snd@app@@0QBVRflClassMember@fnd@hh@@B,1
1400078c0,??__ErflClass@BGMSceneInfo@snd@app@@2VRflClass@fnd@hh@@B,1
140007920,??__ErflClass@BGMTransitInfo@snd@app@@2VRflClass@fnd@hh@@B,1
140007990,??__ErflClassMembers@BGMTransitInfo@snd@app@@0QBVRflClassMember@fnd@hh@@B,1
1400079a0,??__ErflClass@BGMVolumeChangeInfo@snd@app@@2VRflClass@fnd@hh@@B,1
140007a00,??__ErflClass@BGMVolumeChangeInfoList@snd@app@@2VRflClass@fnd@hh@@B,1
140007a60,??__ErflClass@BakeBoxParameter@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007ac0,??__ErflClass@BakeCameraParameter@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007b20,??__ErflClass@BakeCameraParameterData@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007b80,??__ErflClass@BeamAttackParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007be0,??__ErflClass@BeetleAttackParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007c40,??__ErflClass@BeetleBarrierParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007cb0,??__ErflClassMembers@BeetleBarrierParam@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
140007cc0,??__ErflClass@BeetleMoveParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007d30,??__ErflClassMembers@BeetleMoveParam@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
140007d40,??__ErflClass@BossAttackSignalConfig@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007da0,??__ErflClass@BossAttackSignalParamInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007e00,??__ErflClass@BossBaseConfig@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007e60,??__ErflClass@BossBattleLockOnCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007ec0,??__ErflClass@BossBiolizardActionData@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007f30,??__ErflClassMembers@BossBiolizardActionData@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
140007f40,??__ErflClass@BossBiolizardArmBreakCamera@rfl@heur@@2VRflClass@fnd@hh@@B,1
140007fa0,??__ErflClass@BossBiolizardAttackImpactWave@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008000,??__ErflClass@BossBiolizardBodyPressParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008060,??__ErflClass@BossBiolizardCommonParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400080c0,??__ErflClass@BossBiolizardConfig@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008120,??__ErflClass@BossBiolizardDamageCamera@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008180,??__ErflClass@BossBiolizardDropIkura@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400081e0,??__ErflClass@BossBiolizardEnergyBallParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008240,??__ErflClass@BossBiolizardEngineSpawner@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400082a0,??__ErflClass@BossBiolizardFixedCamera@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008300,??__ErflClass@BossBiolizardGiantIkuraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008360,??__ErflClass@BossBiolizardGiantIkuraStartCamera@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400083c0,??__ErflClass@BossBiolizardHomingIkuraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008420,??__ErflClass@BossBiolizardHomingIkuraTableDataParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008490,??__ErflClassMembers@BossBiolizardHomingIkuraTableDataParam@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
1400084a0,??__ErflClass@BossBiolizardHomingIkuraTableParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008500,??__ErflClass@BossBiolizardIkuraSpawner@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008560,??__ErflClass@BossBiolizardLockonCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400085c0,??__ErflClass@BossBiolizardPhase1CameraExtensionInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008620,??__ErflClass@BossBiolizardPhase1CameraExtensionParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008680,??__ErflClass@BossBiolizardPhase1Param@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400086e0,??__ErflClass@BossBiolizardPhase2Param@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008740,??__ErflClass@BossBiolizardPhase3Param@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400087a0,??__ErflClass@BossBiolizardPhase4Param@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008800,??__ErflClass@BossBiolizardPhaseParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008860,??__ErflClass@BossBiolizardPointCamera@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400088c0,??__ErflClass@BossBiolizardRoeArm@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008920,??__ErflClass@BossBiolizardRoeArmTripleAttackInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008980,??__ErflClass@BossBiolizardSpawner@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400089e0,??__ErflClass@BossBiolizardStuckCollisionData@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008a40,??__ErflClass@BossBiolizardYRotParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008aa0,??__ErflClass@BossColliderStatus@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008b10,??__ErflClassMembers@BossColliderStatus@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
140008b30,??__ErflClass@BossCommonParameters@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008b90,??__ErflClass@BossDebugPBDObjectGeneratorSpawner@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008c00,??__ErflClassMembers@BossDebugPBDObjectGeneratorSpawner@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
140008c20,??__ErflClass@BossDropRingConfig@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008c80,??__ErflClass@BossLockOnCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008cf0,??__ErflClassMembers@BossLockOnCameraParam@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
140008d00,??__ErflClass@BossMephilesActionData@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008d70,??__ErflClassMembers@BossMephilesActionData@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
140008d80,??__ErflClass@BossMephilesAttackBlade@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008de0,??__ErflClass@BossMephilesAttackDemon@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008e40,??__ErflClass@BossMephilesAttackFaker@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008ea0,??__ErflClass@BossMephilesAttackMinion@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008f00,??__ErflClass@BossMephilesAttackPillar@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008f60,??__ErflClass@BossMephilesBladeTable@rfl@heur@@2VRflClass@fnd@hh@@B,1
140008fc0,??__ErflClass@BossMephilesCameraExtensionParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009020,??__ErflClass@BossMephilesCommonParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009080,??__ErflClass@BossMephilesConfig@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400090e0,??__ErflClass@BossMephilesDBlowHitParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009140,??__ErflClass@BossMephilesDemonHandAttack@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400091a0,??__ErflClass@BossMephilesFixedCamera@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009200,??__ErflClass@BossMephilesLockonCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009260,??__ErflClass@BossMephilesMinionTable@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400092c0,??__ErflClass@BossMephilesPhase1Param@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009320,??__ErflClass@BossMephilesPhase1Status@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009380,??__ErflClass@BossMephilesPhase1StatusTable@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400093e0,??__ErflClass@BossMephilesPhase2Param@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009440,??__ErflClass@BossMephilesPhase2StageLayerParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400094a0,??__ErflClass@BossMephilesPhaseParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009500,??__ErflClass@BossMephilesSpawner@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009560,??__ErflClass@BossMephilesWarpCameraAndPosition@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400095c0,??__ErflClass@BossMephilesWarpParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009620,??__ErflClass@BossMephilesWarpStatusData@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009680,??__ErflClass@BossMephilesWarpStatusTable@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400096e0,??__ErflClass@BossMetaloverloadActionData@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009750,??__ErflClassMembers@BossMetaloverloadActionData@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
140009760,??__ErflClass@BossMetaloverloadCommonParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400097c0,??__ErflClass@BossMetaloverloadConfig@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009820,??__ErflClass@BossMetaloverloadFixedCamera@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009880,??__ErflClass@BossMetaloverloadLockonCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400098e0,??__ErflClass@BossMetaloverloadPhase1AttackChanceParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009940,??__ErflClass@BossMetaloverloadPhase1AutorunParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
1400099a0,??__ErflClass@BossMetaloverloadPhase1DamageParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009a00,??__ErflClass@BossMetaloverloadPhase1FlameParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009a60,??__ErflClass@BossMetaloverloadPhase1MissileInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009ad0,??__ErflClassMembers@BossMetaloverloadPhase1MissileInfo@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
140009ae0,??__ErflClass@BossMetaloverloadPhase1MissileParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009b40,??__ErflClass@BossMetaloverloadPhase1MissilePatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009ba0,??__ErflClass@BossMetaloverloadPhase1Param@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009c00,??__ErflClass@BossMetaloverloadPhase1SelfRecoverDebris@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009c60,??__ErflClass@BossMetaloverloadPhase1SelfRecoverParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009cc0,??__ErflClass@BossMetaloverloadPhase1TailParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009d20,??__ErflClass@BossMetaloverloadPhase1TailPatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009d80,??__ErflClass@BossMetaloverloadPhase1TimeStopParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009de0,??__ErflClass@BossMetaloverloadPhase2MissileInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009e40,??__ErflClass@BossMetaloverloadPhase2MissileParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009ea0,??__ErflClass@BossMetaloverloadPhase2MissilePatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009f00,??__ErflClass@BossMetaloverloadPhase2MoveRingParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009f60,??__ErflClass@BossMetaloverloadPhase2MoveRingPatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
140009fc0,??__ErflClass@BossMetaloverloadPhase2Param@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a020,??__ErflClass@BossMetaloverloadPhase2ShotParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a080,??__ErflClass@BossMetaloverloadPhase2ThornballParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a0e0,??__ErflClass@BossMetaloverloadPhase2ThornballPatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a140,??__ErflClass@BossMetaloverloadPhase2ThrowingBreakDebrisInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a1a0,??__ErflClass@BossMetaloverloadPhase2ThrowingBreakDebrisParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a200,??__ErflClass@BossMetaloverloadPhase2ThrowingFocusCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a260,??__ErflClass@BossMetaloverloadPhase2ThrowingParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a2c0,??__ErflClass@BossMetaloverloadPhase2WaterFlowParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a320,??__ErflClass@BossMetaloverloadPhaseParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a380,??__ErflClass@BossMetaloverloadPhaseTailInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a3f0,??__ErflClassMembers@BossMetaloverloadPhaseTailInfo@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
14000a400,??__ErflClass@BossMetaloverloadSVCameraExtensionParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a460,??__ErflClass@BossMetaloverloadSpawner@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a4c0,??__ErflClass@BossMetaloverloadSwitchLayerData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a520,??__ErflClass@BossPerfectblackdoomActionData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a590,??__ErflClassMembers@BossPerfectblackdoomActionData@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
14000a5a0,??__ErflClass@BossPerfectblackdoomAutorunParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a600,??__ErflClass@BossPerfectblackdoomBattleLockOnCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a660,??__ErflClass@BossPerfectblackdoomCommonParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a6c0,??__ErflClass@BossPerfectblackdoomConfig@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a720,??__ErflClass@BossPerfectblackdoomConfigPhase1@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a780,??__ErflClass@BossPerfectblackdoomConfigPhase1CommonParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a7e0,??__ErflClass@BossPerfectblackdoomConfigPhase2@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a840,??__ErflClass@BossPerfectblackdoomConfigPhase2CommonParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a8a0,??__ErflClass@BossPerfectblackdoomConfigPhase3@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a900,??__ErflClass@BossPerfectblackdoomFinalAmoebaMultiRainLaser@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a960,??__ErflClass@BossPerfectblackdoomFinalAmoebaMultiRainLaserInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000a9c0,??__ErflClass@BossPerfectblackdoomFinalAmoebaMultiRainLaserTable@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000aa20,??__ErflClass@BossPerfectblackdoomFinalAmoebaMultiRainLocalMove@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000aa80,??__ErflClass@BossPerfectblackdoomFinalAmoebaMultiRainParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000aae0,??__ErflClass@BossPerfectblackdoomFinalAmoebaMultiRainPatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000ab40,??__ErflClass@BossPerfectblackdoomFinalAutoRunGlindParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000aba0,??__ErflClass@BossPerfectblackdoomFinalAutorunParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000ac00,??__ErflClass@BossPerfectblackdoomFinalDebugCommand@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000ac60,??__ErflClass@BossPerfectblackdoomFinalDownParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000acc0,??__ErflClass@BossPerfectblackdoomFinalGameOverCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000ad20,??__ErflClass@BossPerfectblackdoomFinalGameOverParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000ad80,??__ErflClass@BossPerfectblackdoomFinalPlayerBlowParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000ade0,??__ErflClass@BossPerfectblackdoomFinalRushParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000ae40,??__ErflClass@BossPerfectblackdoomFinalSpawner@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000aea0,??__ErflClass@BossPerfectblackdoomFinalSplashBlowCameraInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000af00,??__ErflClass@BossPerfectblackdoomFinalSplashBlowDBlowInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000af60,??__ErflClass@BossPerfectblackdoomFinalSplashBlowHitCamera@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000afc0,??__ErflClass@BossPerfectblackdoomFinalSplashBlowParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b020,??__ErflClass@BossPerfectblackdoomFinalSplashBlowWarpInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b080,??__ErflClass@BossPerfectblackdoomFinalStunParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b0e0,??__ErflClass@BossPerfectblackdoomFinalStunParamPatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b140,??__ErflClass@BossPerfectblackdoomFinalTornadoAbsorbParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b1a0,??__ErflClass@BossPerfectblackdoomFinalTornadoFocusCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b200,??__ErflClass@BossPerfectblackdoomFinalTornadoHitPlayerParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b260,??__ErflClass@BossPerfectblackdoomFinalWingTornadoCreateRingInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b2c0,??__ErflClass@BossPerfectblackdoomFinalWingTornadoMoveInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b320,??__ErflClass@BossPerfectblackdoomFinalWingTornadoParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b380,??__ErflClass@BossPerfectblackdoomFinalWingTornadoPatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b3e0,??__ErflClass@BossPerfectblackdoomFinalWingTornadoRingCircleInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b440,??__ErflClass@BossPerfectblackdoomFinalWingTornadoRingCirclePatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b4a0,??__ErflClass@BossPerfectblackdoomFixedCamera@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b500,??__ErflClass@BossPerfectblackdoomFollowCamera@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b560,??__ErflClass@BossPerfectblackdoomPhase1DamageParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b5c0,??__ErflClass@BossPerfectblackdoomPhase1MeteoriteBeamInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b630,??__ErflClassMembers@BossPerfectblackdoomPhase1MeteoriteBeamInfo@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
14000b650,??__ErflClass@BossPerfectblackdoomPhase1MeteoriteBeamParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b6b0,??__ErflClass@BossPerfectblackdoomPhase1MeteoriteBeamPatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b710,??__ErflClass@BossPerfectblackdoomPhase1MeteoriteHockeyInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b780,??__ErflClassMembers@BossPerfectblackdoomPhase1MeteoriteHockeyInfo@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
14000b790,??__ErflClass@BossPerfectblackdoomPhase1MeteoriteHockeyParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b7f0,??__ErflClass@BossPerfectblackdoomPhase1MeteoriteHockeyPatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b850,??__ErflClass@BossPerfectblackdoomPhase2FireBeamInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b8c0,??__ErflClassMembers@BossPerfectblackdoomPhase2FireBeamInfo@rfl@heur@@0QBVRflClassMember@fnd@hh@@B,1
14000b8e0,??__ErflClass@BossPerfectblackdoomPhase2FireBeamParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b940,??__ErflClass@BossPerfectblackdoomPhase2FireBeamPatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000b9a0,??__ErflClass@BossPerfectblackdoomPhase2FireBeamPerformanceParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000ba00,??__ErflClass@BossPerfectblackdoomPhase2FireBombInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000ba60,??__ErflClass@BossPerfectblackdoomPhase2FireBombParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000bac0,??__ErflClass@BossPerfectblackdoomPhase2FireBombPatternData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000bb20,??__ErflClass@BossPerfectblackdoomPhase2ResetPlayerPosData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000bb80,??__ErflClass@BossPerfectblackdoomPhase2RushAfterParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000bbe0,??__ErflClass@BossPerfectblackdoomPhase2RushParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000bc40,??__ErflClass@BossPerfectblackdoomPhaseParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000bca0,??__ErflClass@BossPerfectblackdoomPointCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000bd00,??__ErflClass@BossPerfectblackdoomSpawner@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000bd60,??__ErflClass@BossPerfectblackdoomSwitchLayerData@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000bdc0,??__ErflClass@BossPhaseParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000be20,??__ErflClass@BossPointCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000be80,??__ErflClass@BossResourceInfo@rfl@heur@@2VRflClass@fnd@hh@@B,1
14000bee0,??__ErflClass@BossSVCameraParam@rfl@heur@@2VRflClass@fnd@hh@@B,1
